0,FID,ogc_fid,no_1,no_2,nama_sppg,nm_ka_sppg,kecamatan,alamat dap,sekolah,alamat,jumlah_sis,jam makan,keterangan,tanggal_op,Latitude SPPG,Longitude SPPG,field_15,geometry,No,NPSN,Nama Satuan Pendidikan,Alamat,Kelurahan,Status,Kode Wilayah,Jenis Sekolah,Kecamatan,Alamat Lengkap,Country,Coordinates,Address found,Latitude Sekolah,Longitude Sekolah,<img>
138,database_sppg.139,139,139,21.9.,SPPG Kec. Sukajadi 10,Jihan Fitriyani,Sukajadi,"Jl. Setrawangi Selatan I No.1 Rt 02 Rw 04
 Sukagalih Sukajadi",SMK PURAGABAYA,"JL. H. YASIN no 59 TRSN. PASTEUR, RT 9/ RW 2, Kel Sukabungah, Kec. Sukajadi",205,9,,17 Maret 2025,-6.87514523,107.6280763,,POINT (107.6280763 -6.87514523),,,SMK PURAGABAYA,,,,,,,,,,,-6.8957274,107.5923445,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfW7HkR46V0bG-r9RtYTapYZbuGdMDPHDroNc4vbHUyhJ4-9lMRamywynZkz8myG4oW7OdC7oVbvMun3oUUa1g_DepFB4MxPkWRVAlHL0gru5eWAgVKvyBmt85aL_2BvKlFCfZ-NuRgNBCz11J2SQyAcTI4zgfQ2Mr1XhCI58WqNqxn0ZoSyX94I7X5oyW8m_jo41pc1N5g4Uo7POLOQ1RaQ-VCKIy1WYuVCq_QGYpE0utn9cgMqeGu2p-vqX1rl1xjPfxWYAU4DB-weHt9gvCD50scNQl2UToYGEiYmj_Nb0U9E-iL4IQLMIIdzYn6rWY3xeu4d6XahPosB10AwP8o20TkhgcMJE1s3GrZ6PaUbQWeSXINwzWVK1s4Ckd4MzFZpD4GpLCx53u8754bc63dTUsnDFUKDkVHwzge39Ie7IYrB4w3kk4B5xWil94QgpAv3Tfmn8b87z1abYFez-Thqt7UfH8bXXyeEAPjhEZL-yA-6CZAMXm1l4ElELzSrwn7DULBfm3NgdSE9qnhSgBcUipJ_oJIHkdw3WtpzGpFfpZ1gC3YFPzYXZ8RIexh4UdjraHAQKO58TQ&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
139,database_sppg.140,140,140,21.10.,SPPG Kec. Sukajadi 11,Jihan Fitriyani,Sukajadi,"Jl. Setrawangi Selatan I No.1 Rt 02 Rw 04
 Sukagalih Sukajadi","SDN 076 SUKAJADI, KOTA BANDUNG","Jl. Sukajadi No.138, Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat 40162",284,8.3,,17 Maret 2025,-6.87514523,107.6280763,,POINT (107.6280763 -6.87514523),,,"SDN 076 SUKAJADI, KOTA BANDUNG",,,,,,,,,,,-6.8898567,107.5971283,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfV6bsYQrb33ya_ZMhCp4cXZZS3-K8hhZ5ITAAOH8lixSMX67X9DAR0xEbRYrCj-90oyLYOcDCWvp-Guoz3kaP_fFeMUpvOcVrA2dskMdmk6H2iCUn6GuMgyn1LJg_WUbVzrozNKd5Mt0eiiDKk9ixTuoA-IuSQ3-9nXa6DtkYn2Q90TpmXBcNWyAYbBjFqmW2uxcwIM0vyXfXkRFzkNL6A5YtYyCCYuMoJhpbNmNETLPYowZdBtS9mDpkHGF2tGcfc5V2Nx9aSs1LotO3C087rDJIFU-210kX4SOwrkoPvpcJgujQfM1NHhLjk6auOrjVdk965pt_6snt3H0elEkrkZi-H4YJTJg1toBUdS15coIghPKlxz4MJKw6vEqqTqE1LYu5JZBof7XjObXusmOmTrXwljWzek8WedU1HreqIm7ZwelonReaa1ok59SFpa2G2P12Nrc_CHHA9sVa_0WoBtt789ydF0bgw7fT4PYqGXM_URsSN4qoMocJuYkKshwSM87EGp4OrFO7Vp4_P6QhnQf2Bl2e8rEzRHxMLEtkBh-leToIpBWww4SU0uh1n9i_pgIb0nTIoCCu0lNKEti3GWcqR5gw&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
140,database_sppg.141,141,141,22.1.,SPPG POLDA JABAR Kec. Arcamanik,Jihan Alfariz Ginanjar,Arcamanik,"Asrama Polisi Sukamiskin Blok A Jl. Sahardjo, Kelurahan Sukamiskin, Kecamatan Arcamanik, Kota Bandung",TK. AR RAUDHAH,Jln. Dirgantara,40,,,17 Maret 2025,-6.907714314,107.6765931,,POINT (107.6765931 -6.907714314),,,TK. AR RAUDHAH,,,,,,,,,,,,,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfUJ79ekkgxChCUWBD77xoAfNoSp53Y9QWWKfTvScuafi5Azae6vNpOj5-iOEG7PBIsIga3F4ehFgeDx3M0DzMEaaU0PrwyH4_3gvkXGVprDrTi9JcbzpM29fXgv8toZ6ROaQA8ffIrEUPbK6P6P4r9OEWJPF6eGxYpOklH2OCfOFThfXhHSgR7ClBVvRdZQoN4X1rHEmDqsVMCkAyvpEmX3CTz8rOVrL8yGyryWsjvJEz38CAW1gcEvsjsajMmHmmeMJpSkO87DNVDe3BaF6bs0y1qQlfPsvL5Nr0wKeGFJY7XWiR26DF_MhLgmoydly4zSaa3Azh7aeRJ5IPj559k25Gv_9Xc6W9cdhgMpJUSW3buIkjbGQvz7ZoYr0nOdZoghXdoDCQYSnV6AUHbeODYZ1Zuf0J8viwEXFrGSxdcOqIKmwiunwzFGFXZ2l6CISyqIwbU-ZLEUjTvgwVO6by56ZZW8xUobq5fPC7o_uIYHl-1Vn_pXRMq2zP2z9vNk1yNGa0HDpkqpLfysFw4REMWvpblUr9KC0rHbbqdol_NTo4LH62Lgh1aYVWpSj0fuoLnEIQ&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
141,database_sppg.142,142,142,22.2.,SPPG POLDA JABAR Kec. Arcamanik,Jihan Alfariz Ginanjar,Arcamanik,"Asrama Polisi Sukamiskin Blok A Jl. Sahardjo, Kelurahan Sukamiskin, Kecamatan Arcamanik, Kota Bandung",TK. BUNDA ASUH NANDA,Jln. Terjun Payung No.29,30,,,17 Maret 2025,-6.907714314,107.6765931,,POINT (107.6765931 -6.907714314),,,TK. BUNDA ASUH NANDA,,,,,,,,,,,-6.912912,107.6954531,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfX-_yS746jyLSWB9PYwu8QCKmSbRL8YMx45pry-2clBCEAgIhNmLI5DlRsxOEaT3NexJM0YaZxwYTd8d9W3F34v8AExzqpyFiaHNf-l4UVM0j9-JZ6bSCNb0Q-rVv-hDQ7gN5J_ctM-wECopaDrjZvOXUVxn5VAXvMuhcnYVVxq2rXVv-lLIQP7mpLEMGD58rgqeONZPk3R_gVs8XIbcRzL8Jg04RM9YJWXKrCLHV3W1ZhpbDisBAWqSwcq_xZkB-agqiwsxo0HbmoTIS8FENlX6paN0qEQZWvADe8pKmjTDHw3E1dYxRdTZG88TokpSAOcWQzSXrcumV8fruok5Ww4PEJvsXerczF77X5KSz9An4W09EDRWxDPRcGEZiG6_bmCecARUyxqDfMYuGfNHSbh8iJ2K24QS2XUhJzWHsPPDKirNOPRVch8BlSufpkfaIK_V_hh3V9OxkEdwAPbePKUmxMAc5ye3bbs2GHHWo43UocT2VX7hfBFbL5S1ZXx0fyqtz5Cg2uFiT5lJ_1l6KYG-TbEUKDWtJ5w-18B7BLm-nZYRcnTjTzF9nMDj6l_UBb1jLnT2GOzFg&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
142,database_sppg.143,143,143,22.3.,SPPG POLDA JABAR Kec. Arcamanik,Jihan Alfariz Ginanjar,Arcamanik,"Asrama Polisi Sukamiskin Blok A Jl. Sahardjo, Kelurahan Sukamiskin, Kecamatan Arcamanik, Kota Bandung",TK/PAUD/KOBER ULIL ALBAB,Jln. Ulil Albab No.16 Rt.01 Rw. 03,74,,,17 Maret 2025,-6.907714314,107.6765931,,POINT (107.6765931 -6.907714314),,,TK/PAUD/KOBER ULIL ALBAB,,,,,,,,,,,,,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfU-jj6WvL2Hb24CEhwDtS9RWn3Y8-On5FB7neg8mV2NgA21bR4EYVLfwee58H59vS4frdsQYtx1-JJXAZvJN-y9Y5H9Osx8AFU5_YdtEIXvlMn4fcM9QtRXMn6_C3WCMxvQkUSn6Qjsak7jXT-Yb4cJghTpjkfElVw6eNzuYjqHTmQhGOGOIrssJVGH6FMCW5bI_tPAbEi8Mmyh8qsaiGjftTw6gcy08Hjsl5OTnpwPxtuD36qAEcDHD52EZLELMQnVQ1FFdKmG56gaxStpcyewrZQy1C6bUEQK4YUYWoBB4JgpPfNfWxP4D_p_E0-wV8zhwVDkK0ARzTHNNmLl00Ggg8Ccvj21VmS_B1KmtY0VFowhOqB3V0B7pXb27ihkOMt1aUioqu1lQmsoou43gmjcsCdSLV2pSWu9k7BBuaR0Zu6I9IrKH50eujIiMpvyABNnm4le6LJ-VpVBbX6j5611mTiDjFsfI-LcG_w9Dl2YMGDiLATp3OE-GsDjZu_3jLZbcTuFxXv5b0D2WL_JPqn_SzLZdzwQ4ixgNYwfqKBB54ML5dXkAT8tYjHIMNpYU-mJCI-6&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
143,database_sppg.144,144,144,22.4.,SPPG POLDA JABAR Kec. Arcamanik,Jihan Alfariz Ginanjar,Arcamanik,"Asrama Polisi Sukamiskin Blok A Jl. Sahardjo, Kelurahan Sukamiskin, Kecamatan Arcamanik, Kota Bandung",PGTKIT.LUQMANUL HAKIM,Komp. Griya Caraka,106,,,17 Maret 2025,-6.907714314,107.6765931,,POINT (107.6765931 -6.907714314),,,PGTKIT.LUQMANUL HAKIM,,,,,,,,,,,-6.9509592,107.6291131,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfUaK9REh-14-VN65Y3Z6edsk6RCFj-MvBQmd_-D0v3JWBENA89Fjj9xZ-vhrf5hnk-cZyAn0tXXSyWibRHGOcGA4RI4HdLrtU9GpKNZJpNzqRnrf8LmJH9MZOfhBmGWuFtBw8BPCtZZqftEvFpdpgYwXQRkGFwiFkXwF9waLTksOIPOrJnDrshMNYbJlRpP0o31ABLdlS2Vmy5CMcXs77fOudsjpiAkmITUMpF0akqtgYLvJTVdbz5cureXVe9Gj1lqsX4WLNcmryI_vI-ykTRONPLXWS5ao5ihnfFVgGm1DsSmZ6YY2roKxLmGFoQD11RIeovy84-RRBdmHmH_Nk39dnGD3OhQ9vsnuji8XF-XXZFYxGBmXrleBGPbzNrwfTTak-X6OFRan7PM5XwWKqE4470UNowrdd5f0HKO1yqef0DMGAjoYUz6pzBqwtnB_4yZbU8w96_F4uNvKrpfL7CDq8Jeo8aidE8YT0IUPni7OVPsJyEl56VG5tr8_2lHQveRt5hn4ssYC6PJp9XdQF21rsRgBqtBbmbcBXalaau1CERQiLIpmBn1F1H7BfMoobbJFwPe&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
144,database_sppg.145,145,145,22.5.,SPPG POLDA JABAR Kec. Arcamanik,Jihan Alfariz Ginanjar,Arcamanik,"Asrama Polisi Sukamiskin Blok A Jl. Sahardjo, Kelurahan Sukamiskin, Kecamatan Arcamanik, Kota Bandung",TK SABILULUNGAN,Jln. Parakansaat Rt.03/Rw.06,40,,,17 Maret 2025,-6.907714314,107.6765931,,POINT (107.6765931 -6.907714314),22,20255160,TK SABILULUNGAN,JL. PARAKAN SAAT NO. 5,Cisaranten Endah,SWASTA,26013,TK,Arcamanik,"JL. PARAKAN SAAT NO. 5, Kel. Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat, Indonesia",id,"-6.932007599999999,107.6689002","Jl. Parakan Saat No.5, Cisaranten Kulon, Kec. Arcamanik, Kota Bandung, Jawa Barat 40291, Indonesia",-6.9320076,107.6689002,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfUl0p-xg6xdlvJjUVQhMnpVlvyOq_49ROgm4nh3leT4RqXbrGwHcaJ_Qtyd-NLs0rhETir5J4t_VAVx-Nn3CXPFghx7H6c2f3grsqTQMOuU4HLN6sMfoJdYP-Jx685fc2KBIzEoBqjyY7mdn4pSAIDG2ycwUXFKW85WuiOs1xsxoc2wWZPiYa3ZC_PtelVrUmWtKFg0UdsZ1OZImotEb9m6rRv13BKTI4Qo55lry-bhGmgSG1QbRZSfr8mESN-4GSCesL044mNNH_4AeLMCHubhGd5TAYZqgXqSfuRYdc08m79cZ60zAoJZRapiGJDdWhSD9zID5_Kg_qxqhohMzovSKfD15Y4tCKd7Fw5aBcKK0jhmmoXtDR-ztWCTS6FDuAEQHnQbC3IFA0m2u9KgLOgFzwINn8hF8fsPBDqnIpRfhfFdxyYhCrVNq212PmK9FcJuQPP68uHwls-2pQgSJhBd697a5UXMHgjnwJNpTLMXOPxgiHKqYX037s091N9HLWS8tbyrzsBgFT3z4xrWzp_qSUcxKoEp1E0XkyUmtlesZMG5vdZonWKBRaGwhiA0AaHmn4pi2x6FGw&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
145,database_sppg.146,146,146,22.6.,SPPG POLDA JABAR Kec. Arcamanik,Jihan Alfariz Ginanjar,Arcamanik,"Asrama Polisi Sukamiskin Blok A Jl. Sahardjo, Kelurahan Sukamiskin, Kecamatan Arcamanik, Kota Bandung",TK AL BIRUNI,Komp. Griya Caraka H-1,28,,,17 Maret 2025,-6.907714314,107.6765931,,POINT (107.6765931 -6.907714314),,,TK AL BIRUNI,,,,,,,,,,,-6.9382123,107.7123882,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfWAYzSoyvQkeb5uioGmAliQpLrVIqtn2FdLGeiajMLTpVCwCCYuPxT48otLAFkoJPHJT8NyAW4o_xi7BCG824zQr98iJ6vWD_DfuKAgjV35lw6XgZGbYc8mMLWTpbbka536Gs20_QoFbw6YV5EJNgpm-2O0hwsaiuuM0PEmqO45MxqM6d5KVmX8cc1lgFGhGOOrk_ytZufRohCGr4gP_fr4AZGTX2j_g4BFsLbKQ-YU1n0Mz_h1b9gEWGupsuOLZOOkqJ2fooNYxDiPMfjphOSZQUk7saoUqGLFUHYOT45FogmxB8opucHtNNA4Djyd_-dxA8cFVS51Y5TG07WhXLW56vyHvZLG5RIMGDdW8FvTiAb_MZQaEXpbYRFaVuMkIr6puf529savOpxABmrFqi9qJdrw8r4ZAL5zNWuzM72YolUbDVcPj9Clf_5e-xLkfAbdDL70KJ26W7zlaUE7W-ZAQARS6dWPMQnvt2QgQfJIz2B7nbMYTsCDZ_-oGAZohQ53nd9SvzxL5uYBI320CbKjm6e4lMvaQPa4WHsRMSbCgEBtzV8Ht8p2d4a4dHBR4iCpJ7Z0SJO6ng&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
146,database_sppg.147,147,147,22.7.,SPPG POLDA JABAR Kec. Arcamanik,Jihan Alfariz Ginanjar,Arcamanik,"Asrama Polisi Sukamiskin Blok A Jl. Sahardjo, Kelurahan Sukamiskin, Kecamatan Arcamanik, Kota Bandung",TK KEMALA BHAYANGKARI,ASPOL Sukamiskin,34,,,17 Maret 2025,-6.907714314,107.6765931,,POINT (107.6765931 -6.907714314),,,TK KEMALA BHAYANGKARI,,,,,,,,,,,,,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfUcT42Fr2xTResftTFUX-k4vdKq84alVOo06B0Zl4gbnNiNZEpBxvvviZRz78HiJqEYMtixBlUNG-UQmfkowa8APCm5TDKqUdvheii9p_sgb_XKu5vwNJw63c5_FOXkVhaN23z4kgbCpNkjbXxMhxRTCJzrVdeC73lNnstsZDEZcJvbrQUCwKUH4wNuECMafLeHQgSAUbIe9M94P7yQZYLm1M7zsT_e4R7rpKcFqW927j4ZH1HkFuDH3JyJM9U6E-4nT_an4Gv7ff-vvWuM0ggT87g_19EUxkU5BmhG7AtqlWZGuN6_4jB7KXEcqzQzLvWlkqWtvf_jvGCqTSMSO_KyLmcZRHStRA2f4FcrZnKOCsmBAxCkPZdkOIt_YwWxtV_4cKkHXkKAFETXAlmPjnKgiKU9R_hkxQB9yq6nX5rsJNsk5IBLV7U9wawmvogxvAqoMxxK5ku_02chhf8xWOTwd3LHO62jI-tSbPU9845NsqMtOFhmfHFMqbxjNAL8kc_pekVDvv9VVopie6B2xLkkAY88pjON_pKfDSp944JHP2dJbx_A_xQzYXSfufW3pylnGQZ5XOHHGg&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
147,database_sppg.148,148,148,22.8.,SPPG POLDA JABAR Kec. Arcamanik,Jihan Alfariz Ginanjar,Arcamanik,"Asrama Polisi Sukamiskin Blok A Jl. Sahardjo, Kelurahan Sukamiskin, Kecamatan Arcamanik, Kota Bandung",SDN 174 PASIR IMPUN,Jln. Dungus Maung No.23 (Antapani),252,,,17 Maret 2025,-6.907714314,107.6765931,,POINT (107.6765931 -6.907714314),11,20245733,SDN 174 PASIR IMPUN,Jl. Pasir Impun No. 23,Karang Pamulang,NEGERI,26030,SD,Mandalajati,"Jl. Pasir Impun No. 23, Kel. Karang Pamulang, Kec. Mandalajati, Kota Bandung, Jawa Barat, Indonesia",id,"-6.895109199999999,107.6760721","Jl. Sayana Terrace House Jl. Pasir Impun No.23, Karang Pamulang, Kec. Mandalajati, Kota Bandung, Jawa Barat 40195, Indonesia",-6.8951092,107.6760721,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfUZyVs2IlnV6FtR3bPBdjdul70aysA3EWOdQXePsEOlPoduEry6ibCmY3LPX-HFG6VcZWq55mcXtybNHNYp8oQmFnQ0YhillKNCfsw1GcDu_aOYkFtY2jFTYS1NAy_RIsQ8sOXqz43_Pb3Gv3tRzU9sF0mZG1FNvfj4xmp6H-i8CXb7BMh5_YyMBD_ZmSXey6ZTrNw0kp6KZALeoLHKrygpkhXcn1kgz9J5_8t7BXPw82CoDTKENjuzSvyh-biksqugM_8CwVOyp7YdMYSg2WKJm84sXUcoLrVxqvCf_ifmR9hfU041T57b6YYBKQOA8zvHfCdT-YcygwXW8NfZ0Qcw1CWFCGgnVGYRX6FkavqlIOS0rtgN28pOGUEjA1AEAfx-f00l2zlO_ThY1zMREApxHZvleJBNyab2CfEzArOPHTAg_tEaJa6T50mprC1L1mBVbDIHuVnbkbNwr5BH2sDbu5XpcShKVslZ0Y7yDqLtYJ_3rwIW2CG2OD_GewZcL8RGfsbtWSBDBW3f6ZsaXO4stbqKStTEuee9pl-hjJdGbp-H9sD7-c003CkXcEWMSsnKIR2qtgL5pw&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
148,database_sppg.149,149,149,22.9.,SPPG POLDA JABAR Kec. Arcamanik,Jihan Alfariz Ginanjar,Arcamanik,"Asrama Polisi Sukamiskin Blok A Jl. Sahardjo, Kelurahan Sukamiskin, Kecamatan Arcamanik, Kota Bandung",SDN 068 BINAHARAPAN,,,,,17 Maret 2025,-6.907714314,107.6765931,,POINT (107.6765931 -6.907714314),,,SDN 068 BINAHARAPAN,,,,,,,,,,,-6.9111918,107.6851671,
149,database_sppg.150,150,150,22.10.,SPPG POLDA JABAR Kec. Arcamanik,Jihan Alfariz Ginanjar,Arcamanik,"Asrama Polisi Sukamiskin Blok A Jl. Sahardjo, Kelurahan Sukamiskin, Kecamatan Arcamanik, Kota Bandung",MTS YPP SUKAMISKIN,Jl. Pesantren,350,,,17 Maret 2025,-6.907714314,107.6765931,,POINT (107.6765931 -6.907714314),,,MTS YPP SUKAMISKIN,,,,,,,,,,,-6.9181325,107.6718469,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfUEA5xv_prsIvUNdvkZPwlfJauyDJwCNHUDb3IRV2FpKZtpAz4F0D7iNER0936amtcaKzr3v7x51EhVLLYImsF79ajtP2ocXrvn-Su_j5HpxOZQqgdeNfpEXsThdjVwjviIFBhekuHncNK3qjTx2uWgakwBYT41TPT-XOlQtvDXSnI6uAgAH-ybUmNPcymGLTGBHPoTFulSsekErwH1WEPqafmK15jRhtIGZ_yEtbZiTBrwE9T4wIMa50cE0Mv8pUi7UyoMBHCgO65sLyQGUjmg2qA9Ahc-OqZ7VQFx9_OtINgOuLovLGZMPVNGrlWYHetqCnV0UccSfSv3b9i52qM9ONpsl9QCH1A1bVlnBTfg9NOMYi46y8phWC9UheasDZ345bIPGCNnTRsze_nBJdZ3rlcIWAfwrNHhfWxnXVWZjPDbkQYDYkZflTaKCiiuBQLbKx1zLHJ1GJl7tI2KpkyJA5ZpXwnfph3tmTOiQKRSGilVuUpiRx2hes7PA5BrcFBQ01A0jlPko3LvR3OGRvf3356OjCwbf5ZV_y-4z5HeU9cquyrQdJAHU6fys_qX3qU3fpwe&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
150,database_sppg.151,151,151,22.11.,SPPG POLDA JABAR Kec. Arcamanik,Jihan Alfariz Ginanjar,Arcamanik,"Asrama Polisi Sukamiskin Blok A Jl. Sahardjo, Kelurahan Sukamiskin, Kecamatan Arcamanik, Kota Bandung",SMP FIRDAUS,,,,,17 Maret 2025,-6.907714314,107.6765931,,POINT (107.6765931 -6.907714314),,,SMP FIRDAUS,,,,,,,,,,,-6.9230824,107.6721317,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfWrUF9xkEkNBZPeppy8wxiQhtxPBVkmJXRqsmyJrAjI1xunWprjZHF0ns19egO3x-0f2GOzQW6F5fJuNuyejh-TjU77GFbgDcIQug-bYMX5Jz2-35RXgpKLOSGeCgdDmAW7rgd8thL1N56JlVQFRC-wZvrw0tg0J_nbNpcwHst02lFQuriJ1LXFQhxmoa2_bipEuXlhtj_KRWfAXxKseevZ1jhzDduy2vNbnV5wViDNnpd78CpRnKgSGqSu_2mAf4OYHTJUaoLzdGu4H30sxi9XT16uGnTPiBpTq6HJYj-UEKhIAxvGmwEA0992ZjDeDQ8UhniFlKmujVUnJ-LqWoGTG-rf08WJfcAvR-8QX4gttVEPJ8PLGbjZU8m4wrAG99_i5KHPEhGbUeGUKnn5mOVecgaicoJYB1tQJT22Ngg3arNuj27z7h-874wtyUS-l_4AKqzK1wx8DqaBOrM5okqBSfobxbrGyLXVxSScSyDj8QHhA7Vs5veiK6TmurwKh8w_qdRXDt4pwVozmrt0dQ1qJ-JCd5zUia5fPt7yeKKhk4b_SoMLDcru3bRmyXKrkYWMNPj_&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
151,database_sppg.152,152,152,22.12.,SPPG POLDA JABAR Kec. Arcamanik,Jihan Alfariz Ginanjar,Arcamanik,"Asrama Polisi Sukamiskin Blok A Jl. Sahardjo, Kelurahan Sukamiskin, Kecamatan Arcamanik, Kota Bandung",SDN 057 SINDANGLAYA,,,,,17 Maret 2025,-6.907714314,107.6765931,,POINT (107.6765931 -6.907714314),,,SDN 057 SINDANGLAYA,,,,,,,,,,,-6.9161014,107.6870572,
152,database_sppg.153,153,153,22.13.,SPPG POLDA JABAR Kec. Arcamanik,Jihan Alfariz Ginanjar,Arcamanik,"Asrama Polisi Sukamiskin Blok A Jl. Sahardjo, Kelurahan Sukamiskin, Kecamatan Arcamanik, Kota Bandung",SMP SURYA KENCANA BAKTI,,,,,17 Maret 2025,-6.907714314,107.6765931,,POINT (107.6765931 -6.907714314),,,SMP SURYA KENCANA BAKTI,,,,,,,,,,,,,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfU2DyqJB4HO3EQd6ieId3doErDOAS1KmSeacyU0taUgin-WhhIv-M1lr2ryFgcMB3yR4GvlNuRPWfay4WMtiPI2BBY8kZ1hElHNWIxnSmpe9qlnEIE5P-g-bD-MGlPn7qCR4EBtx1mnwL3gYU-OB_VFWQHs7UX_VSobVWrxMtmF99YT0ZTaTOsPuKJAj6NjvmSGNrUicOaS1vgO3kV-4Uz0qRh6Dt1iYFIuQ7zFjrdnMKuV8wQZA0aKBhc5MDBcevXaptVx4_1LUc7kkhF8vLqIHkxW3ZKUJ4VMeTLjJTjaYUrNTREj43m_7kcF6pOKDBTZ87gDe05XhjDM_uTbRmtZx0qSuNMGLNJ5nCcnUMb0V6VoUbPcb7_f8N_HUHCQPjIfivhvJO4HFWoPjyXuAsgqOnZdfeAjXV-1Xk5gtTN2cnlsSKxLOEdch8tesjtpZjut5kogDx5lKCIFwXO7Z3FNLCyTltHHCaGyVfhPHwlxx1HrAy7AuDQctEtL9NS5KrOXs9KkrFn67ZXe5jQTeNZARe8p5bZ4V1YlrS_QkDHfV_sB5mfDnJyAdbMox7xXyrxOQlmzCsl6D-_fNMfTEnEiaiII-g&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
153,database_sppg.154,154,154,22.14.,SPPG POLDA JABAR Kec. Arcamanik,Jihan Alfariz Ginanjar,Arcamanik,"Asrama Polisi Sukamiskin Blok A Jl. Sahardjo, Kelurahan Sukamiskin, Kecamatan Arcamanik, Kota Bandung",SMP BINAHARAPAN,,,,,17 Maret 2025,-6.907714314,107.6765931,,POINT (107.6765931 -6.907714314),2,20219194,SMP BINAHARAPAN,Golf Selatan IV no 5 perum Bina Marga,Cisaranten Bina Harapan,SWASTA,26013,SMP,Arcamanik,"Golf Selatan IV no 5 perum Bina Marga, Kel. Cisaranten Bina Harapan, Kec. Arcamanik, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9152866,107.6861376","3MMP+VFJ, Jl. Golf Sel. I, Cisaranten Bina Harapan, Kec. Arcamanik, Kota Bandung, Jawa Barat 40294, Indonesia",-6.9152866,107.6861376,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfUuDy9oto5asZhUj4RJgm-DSZNV7NNs_e71pBPPxKkohkSnKETyBsXGdo-iKCtQ2SSxk7_8dnHz-IWlawP3QUSn-vP2Soz6LnARSFmBGOPKpf6EDjyKTj60-8lDqzsZauLUHUEjWzVGgnOFmisPx-0wJUv1F9YY_eS6Fj7i0L5sWG-E6QZCmZMH1tmwx0W8fNnnAdNfPduSYWWnDHwYm4P0omunzV6GrZP3_e6uoDCXoHV8rXzEMYHrCzdHiBoziFo6Kzp9pZy5h2X-yErVNtVpnhdXj82RcrPfpDulh4rKyxsQRPYTosUA_r7OX_7jcWJjJOuOwC_tOAqbHXkgq29xWgEBtnagKtrWIfyLfvv34yp2ej5Hy7v86-_tzPvN-LqJrKrwV815oLCoSxyFXqlDmuNWMSZvhHv_Ow5EhnNRzLNZUNliseONJe1cP9tzxeEk6rUL7vSsr0T0qDJmZOVAYIxbRm075l7ntBl2V9IY8RYamL2PVxUAzlztMkuxCjjTQ_YgiSTf7JknY3iEolNVipJff2YaWZqZ-24wRRNU6WfS50xf4bAnSuD8mW3CwBL_4_xa&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
